id,work_type
eom9926XKZ-1,Privte sector
lcs29201ZKY-1,children
ux33308POCX-1,Private
lx15937DNTY-1,Entreprenur
c53748H-1,Self-Employed
eqy47803N-1,Department of Health
ab41554D-1,Private
wk69435MX-1,children
i41049WS-1,Privte sector
md13859NMQ-1,private sector
x24257WF-1,children
xl14417KUAF-1,Privte sector
d45260WK-1,free-lancer
qfv12807IH-1,Privte sector
g71417YPCQ-1,Private
xz37479RZ-1,Private Sector
xg23850D-1,private sector
ys17791GQS-1,DOHMH
ros2544LRPT-1,Private Sector
tyj4961X-1,Albany Health Dept
hpl2702TPU-1,Private
lo11208RV-1,children
ha4077J-1,private sector
am36548MBY-1,NYS Office of Mental Health
n71596A-1,private sector
cg61050OWAC-1,DoHMH
cns6172YI-1,Privte sector
d15098KVYB-1,Private
x34895M-1,private sector
pn6443QNIK-1,Private Sector
rf67635GHN-1,Private
gcz19931IFDV-1,entreprener
c57302UZC-1,private sector
ik26197SB-1,Privte sector
r54982RU-1,children
t13398ZSL-1,Privte sector
g21101HXUK-1,Private Sector
nme39958HCPL-1,Privte sector
g51894X-1,Privte sector
q56001BW-1,Private Sector
myi56137RYD-1,Privte sector
mp25900NB-1,children
jf69213Z-1,private sector
ac38613LGTD-1,US Government
fdq27660YJN-1,Self-employed
a33790CQU-1,private sector
na50845XG-1,US Government
gam44628EFI-1,Private Sector
mn38951F-1,Restaurant owner
bmc52792MGE-1,Privte sector
vd27675TYG-1,children
p6903BM-1,children
xg35463MQNX-1,Private Sector
rn172TI-1,children
e16876BOXG-1,Private Sector
qr60926F-1,children
qjx21333RNO-1,private sector
mak69183IWP-1,Private
sz2313URAX-1,free-lancer
s8041A-1,children
l68171ND-1,entreprener
o27948ULC-1,Restaurant owner
cdb45673E-1,Private Sector
gq50810L-1,Private Sector
al2467Z-1,Freelancer
a64165SH-1,private sector
bae22352PQI-1,Entreprenur
j62990L-1,USAID
zei1737IX-1,Privte sector
m26357FOM-1,private sector
wp28013TIA-1,Entrepreneur
for24727JGDT-1,private sector
m37608CMN-1,Privte sector
w13870J-1,Private
d4655FD-1,Private
jx55356P-1,free-lancer
fjk49400D-1,Private
q38132MLO-1,Private
uwp50136BHY-1,Private
pf3094XBP-1,Privte sector
goh42727VKDQ-1,Private Sector
kf41500LCG-1,children
r33185QH-1,NYS OMH
dr7057RC-1,children
knt48244LJNE-1,Privte sector
del69559DTZH-1,Childcare
qe61757NX-1,Entreprenur
cba10541K-1,private sector
unt48169MXGI-1,Self-employed
t64202WXU-1,Private
hyx7069DBAJ-1,private sector
cku52050B-1,Privte sector
ir31692TL-1,Private
f11192P-1,Private
xud69404HB-1,ALbany Health Department
zef42700BYQS-1,private sector
cj7638O-1,Privte sector
vd7298R-1,free-lancer
aso43615JSIO-1,Self-employed
f18134EV-1,children
jce19324OGVW-1,DoHMH
b18827HOR-1,Entrepreneur
nuw68291TSN-1,Privte sector
c70661GPT-1,Private Sector
j6019MGW-1,private sector
ox56616LO-1,private sector
p14399K-1,private sector
w8009QW-1,Private
qda30961CWU-1,Privte sector
eq24201KR-1,Private
t18032CP-1,Privte sector
i62396VPIY-1,private sector
slh67055J-1,Privte sector
nm51024N-1,private sector
omx60774LR-1,children
mc35039GVH-1,private sector
pyh46141JHRI-1,Private Sector
gp54240HWQ-1,NYC DOHMH
dpm15929N-1,US Govcernment
b19849OX-1,children
bz43282S-1,children
kuy50372KB-1,private sector
qzt5834J-1,US Govcernment
oai69847Q-1,Self-employed
ds67277I-1,private sector
n41181FLP-1,Private
ql36388TKJ-1,private sector
sb49272AVGI-1,NYS Office of Mental Health
qdy52024FGNE-1,NYS Office of Mental Health
kj58508FV-1,ALbany Health Department
qwa64159BRIX-1,Private Sector
i29453YW-1,children
mt52838DOCR-1,children
rk43024JB-1,children
qcr8247MZVE-1,children
d42159SMP-1,Entreprenur
uan37761V-1,Private Sector
lih27624L-1,restaurant owner
as40242KPQY-1,children
h4383RQ-1,US Govcernment
rqf58577HXMW-1,Albany Health Dept
jdr59916ELC-1,Private
wr44526IFQT-1,NYS OMH
mdx12990MQ-1,children
nsa14414A-1,Private Sector
i46343B-1,Private
fso29539K-1,Self-Employed
nki10924BSJT-1,private sector
nzf30248HWUD-1,Private
pe39769S-1,Self employed
wr28778WH-1,Privte sector
v65257WM-1,Private
k7233OR-1,children
u67773IQC-1,children
hwy14993BZA-1,children
dwx59054PNO-1,Private Sector
ivb22554U-1,children
kt72512AWL-1,Restaurant owner
qo56195E-1,DOHMH
a7524ZMC-1,private sector
rw45795ULYJ-1,Private Sector
wp64433VFO-1,private sector
xk70106U-1,private sector
mp50072PZXG-1,private sector
jdl52530K-1,NYC DOHMH
c768QN-1,entreprener
by40255H-1,children
h50073FBZP-1,Privte sector
k52439ZAEN-1,private sector
d65379Q-1,children
yo38605WYCT-1,private sector
lg35772QS-1,Privte sector
trm38014PWC-1,Private Sector
sar68330M-1,Entreprenur
hp47271ZOQN-1,DoHMH
bmo26330TOR-1,Private
tv24022Z-1,Private
iay45622KI-1,Private
jdx60732FVW-1,children
ow53694OCD-1,entreprener
gxc11280NHBI-1,private sector
unb28734QFP-1,Children
x12693JWHI-1,private sector
xj17683UAZ-1,Restaurant owner
o36155IA-1,Private
r31390J-1,Privte sector
q10636OS-1,free-lancer
hp71659ZDF-1,DoHMH
an52305E-1,children
lc9602HBJG-1,Private Sector
ag68407IYBV-1,DOHMH
pjg72011ODKM-1,Self employed
fqk40568PC-1,children
dx50206HN-1,Private
xms41191D-1,Private Sector
vlx7129S-1,children
iyu45485GC-1,restaurant owner
tmn32023KBUL-1,children
bq33064F-1,private sector
t60896AZT-1,Privte sector
dx2109BW-1,children
xt27705KPE-1,Entreprenur
t36850RSKV-1,NYC DOHMH
o52500OC-1,Department of Health
h43698MCYE-1,DOHMH
hzk49901CN-1,ALbany Health Department
u69120OQL-1,Entreprenur
k25510APR-1,free-lancer
zw60416B-1,Restaurant owner
hyr15135LCTQ-1,Private
dqb34660N-1,Entreprenur
z11713GBW-1,Privte sector
uw40704QRV-1,private sector
tbm71298PWQ-1,Private Sector
wa54497LN-1,private sector
fa30129ZPJT-1,NYS Office of Mental Health
fua44965KF-1,restaurant owner
y38549W-1,Private
ru39236M-1,Entrepreneur
ok50545N-1,DOHMH
ysp28435M-1,free-lancer
el4631CY-1,Private
oaw9912T-1,Private Sector
p43028IN-1,free-lancer
pv38894OMW-1,Privte sector
uq41238YFU-1,Private Sector
mjq51828FDW-1,Privte sector
kjz64196UVN-1,Private
f10626MJI-1,Private
sg4117GEDX-1,Self-Employed
zf37993HN-1,US Govcernment
my57765HQZ-1,DoHMH
up7841KGO-1,Privte sector
s18398TBRK-1,Private Sector
e50210DSF-1,Self employed
lyp52461VX-1,Private
z32523IAM-1,private sector
ns49509EGHC-1,Privte sector
zt16377UWFO-1,Private Sector
sqb13902E-1,private sector
m44047YUB-1,NYC DOHMH
sq34184XCK-1,children
gj11312ZJT-1,Self-employed
aer39616HZ-1,Private Sector
c57322YKH-1,children
hj28011C-1,Private Sector
no242O-1,children
h18178C-1,Private Sector
z51823CN-1,entreprener
rve23439C-1,Private Sector
r12594E-1,Private Sector
q2692WUD-1,entreprener
c26062XWBL-1,Private Sector
j6805TKO-1,Private
wiz45817K-1,Private
t66306EXOQ-1,Private
ghr62167ORIK-1,Privte sector
jl16627U-1,Self-employed
ni34285C-1,Private
nj71151ZEKV-1,Privte sector
kyw2580ZO-1,ALbany Health Department
y11891ZL-1,NYS OMH
tie57080M-1,Self-Employed
liw47456BGCL-1,Private
cts56139QP-1,children
s12857XOR-1,Entreprenur
no40980XBLC-1,Freelancer
wj47668JMX-1,Private Sector
wxv72792UWCT-1,Private
u37728MLZS-1,Private
txn47410X-1,children
nc56450BNW-1,Privte sector
oa9189V-1,Privte sector
o71966HSAQ-1,two children
g59272R-1,Private Sector
tcl45563QFKP-1,free-lancer
fhj19907SLKY-1,Privte sector
a40163G-1,Private Sector
f62738RTM-1,private sector
oqs51651QP-1,Private
ztn39940D-1,Private Sector
ln8122IQ-1,Private
x71057UG-1,Private
spg67921XQ-1,children
lf12834N-1,Private Sector
k56567C-1,children
ihv11872PBX-1,children
y6574VQC-1,Self-Employed
gw5294EMRF-1,Private
pl10870ZWBP-1,Private
oku15062P-1,USAID
i46454RMVO-1,ALbany Health Department
hb31795CF-1,Restaurant owner
r62395X-1,Private Sector
q42760Z-1,Private
ks27119UQHM-1,Private Sector
ysr47113WLB-1,Self-employed
jks36045HV-1,private sector
i54871VFM-1,Private Sector
nlj48824U-1,Privte sector
gt67356H-1,private sector
br70670O-1,Private Sector
qdn58477S-1,private sector
kp53636QDFA-1,children
pf24262DN-1,Private
c33886XY-1,Privte sector
va59126JBYK-1,Private
b31697CRMI-1,private sector
vk10018CGS-1,Private
dp52447YAJ-1,children
wij23238AVT-1,Private
e4148ESY-1,Entreprenur
au63404HM-1,private sector
li13540NQ-1,Freelancer
g44288QUV-1,Privte sector
xg23194ULVG-1,Privte sector
st751P-1,children
fzg7047EC-1,Private Sector
bsr68020WO-1,Private
qap11325UCQI-1,children
r25636OX-1,Private
cn60602QWI-1,DOHMH
vgu51856P-1,Private Sector
lw13031JAZY-1,children
d19498US-1,free-lancer
shf51476J-1,private sector
ab49762TRS-1,Private
oby23449C-1,Entrepreneur
cq51374OMS-1,children
muh41263SOJH-1,private sector
dlj6599MKL-1,Self-Employed
pqe16320JD-1,children
u64670UFPE-1,US Government
hb35941VWYG-1,Private
a64931G-1,Private
vh27416YISW-1,Privte sector
t43433HN-1,Restaurant owner
r21366WG-1,Privte sector
aw14658AZS-1,Privte sector
jkt7538U-1,Restaurant owner
jp52092Q-1,children
iqo45372AMV-1,entreprener
bwj63043QFN-1,Privte sector
xd67N-1,private sector
j68034N-1,NYC DOHMH
w63026VCP-1,children
i18352QRC-1,children
ta36087MH-1,Private Sector
qy27480VCXS-1,Privte sector
ix38074MNP-1,Private Sector
jh66690J-1,Entrepreneur
ke31131T-1,Private
vm26884NVY-1,entreprener
cx26935B-1,Privte sector
yi17569P-1,restaurant owner
eq24585K-1,Department of Health
gnu53954GZ-1,Privte sector
zjs13286QEP-1,children
b7653TUBP-1,Private
d59027ON-1,children
rjm70318W-1,Private
p15422XHV-1,NYS OMH
qae56692EJ-1,Restaurant owner
z45395XE-1,private sector
bn39977JDAP-1,Privte sector
t14553M-1,children
q40998FCQ-1,free-lancer
lxb71900FYT-1,children
c3318B-1,private sector
zj41481FJ-1,children
yil24854KX-1,Restaurant owner
a22330JCGK-1,Freelancer
b14892PMYU-1,Private
j36710SGX-1,Private Sector
bkw29267BZR-1,private sector
tfq17098PT-1,children
rgx61384F-1,Private
xk69732BK-1,Entrepreneur
y61238LZPU-1,Private
ev18696EIU-1,Privte sector
il25643OCBF-1,Private
i63333LP-1,Freelancer
d23210X-1,Private Sector
muo2647F-1,Private Sector
xf60934K-1,Private Sector
ru50412DS-1,Private
fhs1192M-1,US Government
lba55361WF-1,Self employed
f50141TLX-1,children
s12963A-1,restaurant owner
ocp55337HVBY-1,children
zdu23989UK-1,entreprener
l26025YICR-1,NYS Office of Mental Health
v67711KNU-1,Privte sector
jil53105JHXK-1,private sector
c10696XZH-1,private sector
oy43656UIX-1,NYS OMH
dka52361NI-1,Privte sector
g57343OP-1,private sector
a23339HYJ-1,children
a51408D-1,Albany Health Dept
v47886PSB-1,Albany Health Dept
j21407SMQ-1,Private
vr34026KS-1,Private
bs53004QE-1,US Government
aru18833QSPB-1,Restaurant owner
uz69222Y-1,children
jeb32610O-1,children
fo57645R-1,Department of Health
m21677YNG-1,private sector
rdf50410TES-1,NYS Office of Mental Health
zsx25051B-1,Privte sector
sri31642RDFU-1,Restaurant owner
g60455BDL-1,Private
dh52172APZ-1,Privte sector
cw69647WKD-1,Private Sector
f24972CKT-1,children
ins13172MIA-1,entreprener
xo31911LWXH-1,US Government
n34415VEI-1,USAID
nz53219MAK-1,private sector
lb7924ET-1,Privte sector
ub72491E-1,Privte sector
xtb59058OGH-1,US Government
fe52619EW-1,private sector
sfo36162FJ-1,Private
a68371KRP-1,private sector
z21067V-1,Self-Employed
y25718L-1,Private
vq24421RT-1,private sector
z69528VEKC-1,Private Sector
yd56594QDG-1,Private
f35095SLVR-1,private sector
nbu30002AQI-1,free-lancer
mow71143EVDG-1,Self-Employed
dza32669MWJR-1,children
f17174K-1,children
od2818QR-1,Self employed
l30650I-1,ALbany Health Department
ebz3013JOR-1,Entreprenur
t42806ZT-1,Private
p6390WPZ-1,children
l46647TY-1,Privte sector
c6625T-1,Entreprenur
af49605ZX-1,Private
msl72940ECJ-1,children
z24783KXOE-1,Private Sector
kb22515XYF-1,private sector
ic3700LSBD-1,private sector
vt53802L-1,Private Sector
iun49955JAY-1,Private
hm2456DIUY-1,NYC DOHMH
uc71515K-1,private sector
pjm44662SG-1,Department of Health
kd38661B-1,Privte sector
f15978UN-1,children
bc35210DZOX-1,Private
f49930XZH-1,Private Sector
oi27789QREX-1,Private
sc45325VMXA-1,Private
gut31092IGS-1,Privte sector
j40705TK-1,free-lancer
qw28513DQE-1,Private Sector
ozy12367C-1,Restaurant owner
ksv63915QX-1,Private
x10166M-1,Albany Health Dept
cmv35999JG-1,Private
vcp8964QN-1,Privte sector
cq38207RTAH-1,free-lancer
x52681Q-1,private sector
v38980VK-1,US Govcernment
tl33924QTXF-1,Private Sector
y10135TD-1,Privte sector
ayc46517DNMV-1,Privte sector
v65966FVU-1,Privte sector
a56575Q-1,Albany Health Dept
wvl43138GCLN-1,Privte sector
xf36633EPV-1,children
r11632U-1,private sector
eu31153DBQ-1,Self employed
v52247DNWS-1,US Government
pci61987DJB-1,Private Sector
h64416XC-1,NYS Office of Mental Health
pcx31708SHKN-1,children
e62296Y-1,DoHMH
ev53976MA-1,Private
g16446B-1,children
o51329PUFQ-1,Private Sector
y33560BUED-1,DoHMH
t37866U-1,Self-employed
h8553FR-1,USAID
nfq5654P-1,children
i17238NFBG-1,children
ji45252P-1,Private
qtp14444NER-1,Self-employed
xq46503WQJ-1,Private Sector
j18578JHVP-1,children
rg917KCX-1,Privte sector
gv60981UXSH-1,Private
tpx28873THR-1,Privte sector
gki25446GUCY-1,Albany Health Dept
if54127ZPT-1,Self-Employed
wj63478G-1,Private
tly15464CWIB-1,private sector
ve63312MD-1,Privte sector
por55681E-1,children
jw63804AD-1,private sector
pm10321MJK-1,private sector
v56339B-1,Restaurant owner
bfq56277RSIH-1,Private Sector
whz33657CIU-1,private sector
r7054M-1,children
g72393JW-1,US Government
n68059QWT-1,ALbany Health Department
dc14996V-1,Self-Employed
jm841LM-1,Privte sector
ho22880DVEX-1,Private
emv1552GMHL-1,Private Sector
qu68853ZW-1,Privte sector
iq49190P-1,Privte sector
o49277R-1,private sector
b711HZB-1,Private
aiz1953NTQV-1,children
ye34900VE-1,three Children
kf13237RKD-1,Freelancer
cz61684M-1,Private Sector
qo28382A-1,Private Sector
kpn13768TL-1,Privte sector
kit32726MK-1,Privte sector
hg65729HOT-1,Privte sector
ejv6422WV-1,Self-employed
tau11382KTM-1,private sector
j31703IVRB-1,entreprener
zm33439FZWI-1,Private
cqg5647ETPF-1,Private Sector
tx1847XBOH-1,DoHMH
ij12900XPN-1,children
i28367IMX-1,children
ohm71551ZMD-1,Private Sector
ev13846MSC-1,DOHMH
an61667GXH-1,Private Sector
h46079H-1,Privte sector
hsj7871QVXA-1,Privte sector
qt60964DXV-1,Department of Health
nqd72562MC-1,Privte sector
io63773YAP-1,children
ihc53998QS-1,private sector
s16617ZKVN-1,Albany Health Dept
hcf54117YGN-1,children
n5987T-1,Private
sx72215PX-1,restaurant owner
ba39796LACB-1,Self employed
p12345VTGN-1,children
ghu65636FQHL-1,private sector
y47356YOAG-1,private sector
s27859QJTS-1,Privte sector
c41715HJLK-1,Restaurant owner
i38617WPAK-1,free-lancer
bgt32638M-1,Self-Employed
anr47799CO-1,Privte sector
t41942SZP-1,private sector
mne69010DW-1,Private
zh47144NI-1,restaurant owner
yvb65103BSR-1,Private Sector
oc6472V-1,ALbany Health Department
zjb27596XFR-1,Private Sector
ipk59522I-1,Privte sector
i51512K-1,private sector
hq53821ODP-1,Privte sector
tum51532HPG-1,DoHMH
les50070GQH-1,entreprener
q41654MR-1,children
y5714S-1,DOHMH
yk2304RNB-1,DOHMH
xw8543MVOW-1,Private
ve45279E-1,children
ztk57870AZ-1,Private Sector
j56961I-1,NYC DOHMH
gt8623F-1,children
rt21346VJOF-1,children
jau36922RBLW-1,Private Sector
j19814K-1,Privte sector
waq22151FGY-1,Department of Health
tb47802UJYW-1,Private Sector
y25404RF-1,Private
zq43487D-1,children
vka58313RKP-1,entreprener
i16629PUVQ-1,Private Sector
x60675XV-1,Albany Health Dept
sdt1119SF-1,ALbany Health Department
f64864Z-1,Private Sector
vi55244BE-1,Freelancer
la23568ZMSW-1,Private
zi56979H-1,Private
ujv66006G-1,Private
oy40447JXNQ-1,Privte sector
f62798P-1,private sector
qjv38397VQU-1,private sector
c66945M-1,Private
mps44992ND-1,Private
shr50009G-1,Private Sector
n5170URG-1,US Govcernment
l16263NQ-1,Self-employed
w16024M-1,private sector
ald47057P-1,Self-employed
pmf34045WUBP-1,children
t59691ZB-1,DoHMH
gud49261JS-1,Privte sector
lyg30734JX-1,children
xm72184PQM-1,free-lancer
kzn37440CQT-1,US Govcernment
qcg54400C-1,Entrepreneur
x56547WEPF-1,private sector
vu13598ZGEV-1,Self employed
hbe24246YXQ-1,children
yfb29276DHO-1,children
y20979OUYZ-1,private sector
xtk46048VRS-1,US Govcernment
q35217JGM-1,Private Sector
ktl11816VEUS-1,free-lancer
xq48721DSV-1,Privte sector
xpo24163PJ-1,children
mf8022GOMR-1,Privte sector
zt10950KD-1,children
pzt21830B-1,Private Sector
wqt26594A-1,Privte sector
heu14789VZP-1,private sector
gh46670FPUL-1,free-lancer
k31426RAJO-1,DOHMH
zv64435R-1,Private Sector
wqt68789VG-1,Private Sector
kuj56254CL-1,private sector
bdc17478W-1,USAID
n59908XD-1,children
ybr34130GHYT-1,Private
rjg22282TJF-1,DoHMH
zsu21110E-1,Privte sector
ey71622AQY-1,Private
z10056TMKH-1,Privte sector
v2424GT-1,private sector
nt24736MR-1,children
wb8920O-1,Entrepreneur
fg62715AO-1,Private
eb70615YC-1,US Govcernment
za43507YJ-1,Private Sector
v43035DN-1,Private
wmz44799L-1,private sector
ue49053C-1,private sector
u33102NOSD-1,children
i59405IOUS-1,Private
bsx18283OEQJ-1,US Government
w4929W-1,children
i37289QY-1,free-lancer
f6202QP-1,children
l24106OBQ-1,Private
kn32126I-1,private sector
hjf56322FW-1,NYS Office of Mental Health
soz54869MPV-1,Private Sector
v40887KIT-1,children
dkj29764FA-1,children
n38287SI-1,Private
sw53426DU-1,Privte sector
dsa14943RXA-1,private sector
pxy65351BS-1,children
yw61830EWO-1,Private Sector
tu71777QDWS-1,Private Sector
ak69059QMGS-1,private sector
r11908ZTU-1,Restaurant owner
x24955AW-1,Privte sector
w61477NJ-1,Private Sector
wbc724CQ-1,private sector
nz22614R-1,Restaurant owner
rtm61997KODV-1,Private
v6605WYKB-1,USAID
xqz46987ODRB-1,Privte sector
wp70428JZG-1,Albany Health Dept
ewx2267JHSO-1,Entreprenur
t25476EQIT-1,Private
n52960S-1,Self-Employed
pvg56600TBY-1,Privte sector
xuq9394F-1,children
lzo42400MA-1,children
tq36210LJWO-1,Private
jtd34416S-1,private sector
zx37192FEG-1,Private Sector
ipx20237TM-1,Private
wbj60635DU-1,Private
xar32571AFQR-1,Private
yn52368JVOI-1,Privte sector
mf66786KFU-1,Privte sector
zej12668WLB-1,restaurant owner
v64155XLT-1,NYS Office of Mental Health
u17885PGIW-1,NYC DOHMH
lo18930O-1,ALbany Health Department
zb15728JX-1,children
cwv71846T-1,NYS Office of Mental Health
h37515HPWY-1,NYS Office of Mental Health
fq25763IUN-1,Private
mk16566G-1,children
vn30836MA-1,Privte sector
v68060OB-1,children
pr51958TGK-1,Private Sector
myc45285ETGF-1,private sector
h19271RBLT-1,restaurant owner
pd6576H-1,Privte sector
ogi6850NYFE-1,children
ns25798I-1,private sector
h28611QXN-1,Private
l15061LRU-1,DoHMH
d40323E-1,Private Sector
q40842DYWJ-1,Private
kug23765RJ-1,Albany Health Dept
yk66287NIS-1,Private Sector
hmi50804QZ-1,children
n25927YBJV-1,Privte sector
zo41970A-1,private sector
pl54206KMWG-1,NYS Office of Mental Health
ech46691AF-1,children
nqx37553XNZ-1,Privte sector
mn27507G-1,private sector
deo68209QCXK-1,Department of Health
rhy42841GCS-1,Private Sector
sdz51889PM-1,Private Sector
hft72725EF-1,NYS Office of Mental Health
v18605J-1,Childcare
aip23599E-1,Private Sector
nl45530IR-1,Privte sector
kq56425UW-1,DOHMH
edb69972E-1,private sector
al5774W-1,private sector
ts13307H-1,DOHMH
zli72188GF-1,Privte sector
v60226ECRU-1,Private
n34940A-1,Private
wnu4403LVPF-1,Privte sector
s33051M-1,Privte sector
a37668HYKG-1,US Government
nq27276GZFY-1,Privte sector
ydr37808WTGV-1,USAID
e21678RVC-1,Private
pkr40087N-1,Private Sector
ocf38658Z-1,Restaurant owner
sx30353FO-1,private sector
fr28803QG-1,private sector
fx10445VBZC-1,NYC DOHMH
h12812SVM-1,Privte sector
seu72289W-1,Private
l30433YVL-1,Private
v37640IL-1,DoHMH
pro54378XJCN-1,Entrepreneur
yvo34138HEKV-1,private sector
u72160SHXZ-1,Private Sector
jf44447F-1,Private
zf5927H-1,children
d44233D-1,US Government
c56021CATP-1,Private
m65038NK-1,private sector
rv3595TCYD-1,Private Sector
pm25783WCI-1,children
ter68268ON-1,Self-Employed
i7564Q-1,Private Sector
a26723CRJ-1,private sector
hau9995HWP-1,children
t68074OUWD-1,Private Sector
q8385JO-1,private sector
my21796E-1,Private
vz53115I-1,US Government
vg27623ODF-1,private sector
mi70823E-1,children
mp5173HVX-1,Private Sector
cfl21852ZLSQ-1,children
sei24711BULJ-1,Department of Health
yn21967O-1,Private
ygr36793RDE-1,Private
hi37492ASY-1,Privte sector
fb45658STBR-1,Private Sector
y6264F-1,Private
ws37507JN-1,Private Sector
gu50557SOV-1,Entrepreneur
pts21973YSKI-1,Private
s53346RCOL-1,Privte sector
o41210SXPQ-1,Entrepreneur
i29078JI-1,NYC DOHMH
w24873MV-1,private sector
udg15387QA-1,private sector
bmr63880W-1,Self-Employed
ug49833NJSQ-1,NYS OMH
xdg43773ES-1,children
e53095D-1,children
c56185IWF-1,Private
c57043WPO-1,Entrepreneur
spu55545YJZ-1,Freelancer
zdg60899JAQ-1,private sector
giq16136IM-1,Self employed
h11843VSZ-1,Self-Employed
duy3609GI-1,Private Sector
iz29172XT-1,entreprener
tv49894ASP-1,Private
zrq6048ID-1,Private Sector
oms16029GV-1,Freelancer
br63022FMCW-1,restaurant owner
qa40041D-1,restaurant owner
dux6924ZQ-1,private sector
hoa22590NU-1,children
id25878MX-1,Entreprenur
yx11169L-1,private sector
ro44355K-1,Private
ahs31113ZMTE-1,children
qt46514SDZH-1,Department of Health
b67466PM-1,Private
ty3612T-1,Private
l66590P-1,restaurant owner
p19611EBN-1,private sector
zr47216O-1,Private
ru55591KM-1,Privte sector
eu24381MVEU-1,free-lancer
etx8037QVCB-1,DOHMH
rnw23911QSD-1,Private Sector
dn31596PUV-1,Private
j44647XC-1,DOHMH
z51486WU-1,private sector
nc18263XITG-1,Restaurant owner
wle41930DFZ-1,private sector
yf45922U-1,Privte sector
xd52934E-1,Freelancer
kg18020EUVZ-1,Privte sector
ukx2044ZAD-1,restaurant owner
iqk63467FCMX-1,children
vdm38642UY-1,private sector
lt5387ALGM-1,Privte sector
v68417J-1,private sector
y22477Q-1,Private
nqf23968TVX-1,US Government
cj8111I-1,Private
gvu15282DH-1,private sector
we54395Y-1,Self-employed
pkh25408PLR-1,Entreprenur
z69284WD-1,restaurant owner
h28348BW-1,private sector
ji46015Z-1,Private
z69047XGSN-1,DOHMH
m39706YLHW-1,Self employed
vab9143QXDZ-1,private sector
lhq64879ROYU-1,children
v17130JKR-1,Private Sector
v16420KLRH-1,private sector
ja7529PWF-1,Privte sector
ath54022DOX-1,Self-employed
y35660QCYE-1,Private
jg50605DVGJ-1,Privte sector
bq27803NCD-1,DOHMH
fty68981MJ-1,Albany Health Dept
hai61505BO-1,Private
uqy70677POE-1,private sector
ch49620AMZ-1,Private
tqb5319XMY-1,private sector
djk51100KU-1,DoHMH
zjp163U-1,Private
t55140CANY-1,Privte sector
bw52882VPYT-1,ALbany Health Department
w54344P-1,children
e2550CUSV-1,USAID
ng58610ZSLQ-1,Private Sector
ztu16902FQ-1,restaurant owner
ngy60603TBHV-1,private sector
zwo808X-1,Privte sector
yn61881JZN-1,restaurant owner
gnj41600JDO-1,private sector
bjp12786FQBN-1,Private
gu11935VXS-1,children
yg44655OQSX-1,Private Sector
fj48644QLVP-1,Entrepreneur
wj41527X-1,private sector
jti50975J-1,Private Sector
f49179WJQ-1,children
is27509P-1,Entrepreneur
d19191ACF-1,Privte sector
gq25149SL-1,children
o42626AZE-1,DoHMH
w2578DJEX-1,USAID
r55975NR-1,Albany Health Dept
tai62182ZI-1,Privte sector
j12037V-1,Self-Employed
cg21963QK-1,Privte sector
dpn26250NM-1,Self-employed
umx13960NDWO-1,Childcare
tb56573FDNZ-1,Private
m10659QGCA-1,children
fbj50763AOMC-1,USAID
e62075OL-1,Privte sector
r10119KG-1,Private
ovl48127CED-1,Entreprenur
e65892B-1,Self employed
epx33370LAFT-1,Private Sector
r59049BQ-1,Private Sector
jnb53896ZNH-1,Private Sector
mu21980LZMJ-1,children
hq70497O-1,Private
j58652H-1,Childcare
or30335VSAN-1,Private
kwa26305KTHB-1,entreprener
lc31227EGIV-1,children
umx5581SKE-1,Private
uwl1989Y-1,private sector
ye43803VKM-1,Privte sector
ej41395SXV-1,children
v71784N-1,Privte sector
n57979QG-1,children
ep54437Q-1,Self-Employed
z67159BTYL-1,Department of Health
l7230GX-1,DOHMH
ed68306YV-1,Privte sector
q33087XR-1,children
tgs40850BR-1,ALbany Health Department
uen57612SZV-1,private sector
k37029QCS-1,children
dfn338FE-1,Private
xpt9565F-1,Private
pq3623QJ-1,Self-Employed
kwo69723F-1,Privte sector
dbg47662FUJ-1,Self-Employed
vz58495J-1,Privte sector
e71222OEAV-1,Privte sector
y37865LQG-1,Private
z20185IGMB-1,Self-employed
e41875ZB-1,private sector
npu67602O-1,private sector
b40387VIRH-1,Privte sector
dto43208TWR-1,Private
si54324NIG-1,USAID
xn51110SJ-1,restaurant owner
g36969YUXD-1,private sector
dj48118HRW-1,free-lancer
dhv4607VUE-1,Freelancer
qt62471OL-1,Self-employed
mga43821IMQ-1,Private Sector
t7218BRPH-1,Private Sector
xh23427SNBH-1,private sector
jmf66014U-1,children
uph41652I-1,Private Sector
jm16605EMZ-1,Private
jnf42091Q-1,NYS OMH
wm66067PGZ-1,Private
dom50222L-1,private sector
sv41214CRHA-1,children
d72386DBZ-1,Private
ocs14918WNX-1,Privte sector
mgx55457TQRV-1,Private
u63323AENJ-1,Entrepreneur
tq35446D-1,Department of Health
g8208R-1,Privte sector
wrk5131SOJ-1,Privte sector
gjl68157QL-1,children
q4795A-1,Private
j7581B-1,children
j47383CNR-1,children
b14036FKYU-1,private sector
lf25942OF-1,children
vgp24018XCID-1,Private Sector
fh27801HMSK-1,private sector
uvh52978D-1,Private
m15593M-1,children
kn11098USF-1,NYS OMH
c12015BYUM-1,children
e47348NBK-1,Private Sector
eoz44155C-1,NYS OMH
k62656UWEV-1,children
ia8838LI-1,Private Sector
co42563UHFL-1,Private Sector
aq31254YQ-1,Privte sector
s27922KSUL-1,Privte sector
qvr1696Q-1,Private Sector
